"id","my_label"
7814,"+fridge+tumble_dryer+washer_dryer"
7815,"+fridge"
7816,"+fridge+washing_machine+washer_dryer"
7817,"+fridge+washer_dryer"
7818,"+fridge+washing_machine+washer_dryer"
7819,"+fridge+washing_machine+washer_dryer"
7820,"+fridge"
7821,"+fridge+washer_dryer"
7822,"+fridge"
7823,"+fridge"
7824,"+fridge+washing_machine+washer_dryer"
7825,"+fridge+washer_dryer"
7826,"+fridge+tumble_dryer+washer_dryer"
7827,"+fridge+washing_machine+washer_dryer"
7828,"+fridge"
7829,"+fridge+tumble_dryer+washer_dryer"
7830,"+fridge"
7831,"+fridge+washing_machine+washer_dryer"
7832,"+fridge+washing_machine+washer_dryer"
7833,"+fridge+tumble_dryer+washer_dryer"
7834,"+fridge"
7835,"+fridge+washing_machine+washer_dryer"
7836,"+fridge+tumble_dryer+washer_dryer"
7837,"+fridge"
7838,"+fridge"
7839,"+fridge"
7840,"+fridge+washing_machine+washer_dryer"
7841,"+fridge+washing_machine+washer_dryer"
7842,"+fridge"
7843,"+fridge+washing_machine+washer_dryer"
7844,"+fridge"
7845,"+fridge+kettle+tumble_dryer+washer_dryer"
7846,"+fridge+shower+tumble_dryer+washer_dryer"
7847,"+fridge"
7848,"+fridge+tumble_dryer+washer_dryer"
7849,"+fridge+washing_machine+washer_dryer"
7850,"+fridge"
7851,"+fridge+washing_machine+washer_dryer"
7852,"+fridge+washing_machine+washer_dryer"
7853,"+fridge+tumble_dryer+washer_dryer"
7854,"+fridge+tumble_dryer+washer_dryer"
7855,"+fridge+washer_dryer"
7856,"+fridge+tumble_dryer+washer_dryer"
7857,"+fridge"
7858,"+fridge+kettle+tumble_dryer+washer_dryer+microwave"
7859,"+fridge"
7860,"+fridge"
7861,"+fridge+washing_machine+washer_dryer"
7862,"+fridge"
7863,"+fridge+shower+washing_machine+washer_dryer"
7864,"+fridge"
7865,"+fridge"
7866,"+fridge"
7867,"+fridge+tumble_dryer+washer_dryer"
7868,"+fridge+washing_machine+washer_dryer"
7869,"+fridge+tumble_dryer+washer_dryer"
7870,"+fridge"
7871,"+fridge+washing_machine+washer_dryer"
7872,"+fridge"
7873,"+fridge"
7874,"+fridge+washing_machine+washer_dryer"
7875,"+fridge+tumble_dryer+washer_dryer"
7876,"+fridge"
7877,"+fridge+washing_machine+washer_dryer"
7878,"+fridge"
7879,"+fridge"
7880,"+fridge+shower+washing_machine+washer_dryer"
7881,"+fridge+washing_machine+washer_dryer+microwave"
7882,"+fridge+washer_dryer"
7883,"+fridge"
7884,"+fridge+washer_dryer"
7885,"+fridge+kettle+washing_machine+washer_dryer"
7886,"+fridge+washing_machine+washer_dryer"
7887,"+fridge"
7888,"+fridge+washing_machine+washer_dryer"
7889,"+fridge+washer_dryer"
7890,"+fridge"
7891,"+fridge"
7892,"+fridge"
7893,"+fridge+washing_machine+washer_dryer"
7894,"+fridge+tumble_dryer+washer_dryer"
7895,"+fridge"
7896,"+fridge"
7897,"+fridge+tumble_dryer+washer_dryer"
7898,"+fridge+tumble_dryer+washer_dryer"
7899,"+fridge+washing_machine+washer_dryer"
7900,"+fridge"
7901,"+fridge+tumble_dryer+washer_dryer"
7902,"+fridge+tumble_dryer+washer_dryer"
7903,"+fridge+washing_machine+washer_dryer"
7904,"+fridge"
7905,"+fridge"
7906,"+fridge"
7907,"+fridge"
7908,"+fridge+microwave"
7909,"+fridge+tumble_dryer+washer_dryer"
7910,"+fridge"
7911,"+fridge+washing_machine+washer_dryer"
7912,"+fridge+washing_machine+washer_dryer"
7913,"+fridge+washing_machine+washer_dryer"
7914,"+fridge+washer_dryer"
7915,"+fridge+washing_machine+washer_dryer"
7916,"+fridge+washing_machine+washer_dryer"
7917,"+fridge"
7918,"+fridge"
7919,"+fridge"
7920,"+fridge+washing_machine+washer_dryer"
7921,"+fridge"
7922,"+fridge"
7923,"+fridge"
7924,"+fridge+tumble_dryer+washer_dryer"
7925,"+fridge+washing_machine+washer_dryer"
7926,"+fridge"
7927,"+fridge"
7928,"+fridge+tumble_dryer+washer_dryer"
7929,"+fridge+washing_machine+washer_dryer"
7930,"+fridge+tumble_dryer+washer_dryer"
7931,"+fridge+tumble_dryer+washer_dryer"
7932,"+fridge+washer_dryer"
7933,"+fridge"
7934,"+fridge"
7935,"+fridge"
7936,"+fridge"
7937,"+fridge+washing_machine+washer_dryer"
7938,"+fridge+washing_machine+washer_dryer"
7939,"+fridge+tumble_dryer+washer_dryer"
7940,"+fridge+tumble_dryer+washer_dryer"
7941,"+fridge"
7942,"+fridge+tumble_dryer+washer_dryer"
7943,"+fridge+washer_dryer"
7944,"+fridge"
7945,"+fridge"
7946,"+fridge+washing_machine+washer_dryer"
7947,"+fridge+washer_dryer"
7948,"+fridge"
7949,"+fridge+washer_dryer"
7950,"+fridge"
7951,"+fridge+tumble_dryer+washer_dryer"
7952,"+fridge"
7953,"+fridge+washing_machine+washer_dryer"
7954,"+fridge"
7955,"+fridge"
7956,"+fridge"
7957,"+fridge"
7958,"+fridge+washer_dryer"
7959,"+fridge"
7960,"+fridge+tumble_dryer+washer_dryer"
7961,"+fridge+washing_machine+washer_dryer"
7962,"+fridge+tumble_dryer+washer_dryer+microwave"
7963,"+fridge"
7964,"+fridge+washer_dryer"
7965,"+fridge"
7966,"+fridge+tumble_dryer+washer_dryer"
7967,"+fridge"
7968,"+fridge+washing_machine+washer_dryer"
7969,"+fridge+washer_dryer"
7970,"+fridge"
7971,"+fridge"
7972,"+fridge"
7973,"+fridge+microwave"
7974,"+fridge+washing_machine+washer_dryer"
7975,"+fridge"
7976,"+fridge+washing_machine+washer_dryer"
7977,"+fridge"
7978,"+fridge"
7979,"+fridge+washing_machine+washer_dryer"
7980,"+fridge+tumble_dryer+washer_dryer"
7981,"+fridge+washer_dryer"
7982,"+fridge+washing_machine+washer_dryer"
7983,"+fridge+washer_dryer"
7984,"+fridge+washer_dryer"
7985,"+fridge+washing_machine+washer_dryer"
7986,"+fridge+tumble_dryer+washer_dryer"
7987,"+fridge"
7988,"+fridge+tumble_dryer+washer_dryer"
7989,"+fridge+tumble_dryer+washer_dryer"
7990,"+fridge"
7991,"+fridge"
7992,"+fridge+washing_machine+washer_dryer"
7993,"+fridge"
7994,"+fridge+kettle+washer_dryer"
7995,"+fridge"
7996,"+fridge+washing_machine+washer_dryer"
7997,"+fridge"
7998,"+fridge+washer_dryer"
7999,"+fridge+washing_machine+washer_dryer+microwave"
8000,"+fridge+tumble_dryer+washer_dryer"
8001,"+fridge"
8002,"+fridge+washing_machine+washer_dryer"
8003,"+fridge+tumble_dryer+washer_dryer"
8004,"+fridge+washing_machine+washer_dryer"
8005,"+fridge"
8006,"+fridge+tumble_dryer+washer_dryer"
8007,"+fridge+shower+tumble_dryer+washer_dryer"
8008,"+fridge+shower"
8009,"+fridge"
8010,"+fridge"
8011,"+fridge+tumble_dryer+washer_dryer"
8012,"+fridge+tumble_dryer+washer_dryer"
8013,"+fridge+tumble_dryer+washer_dryer"
8014,"+fridge+washing_machine+washer_dryer"
8015,"+fridge"
8016,"+fridge"
8017,"+fridge+washing_machine+washer_dryer"
8018,"+fridge+tumble_dryer+washer_dryer"
8019,"+fridge+washing_machine+washer_dryer"
8020,"+fridge"
8021,"+fridge+washing_machine+washer_dryer"
8022,"+fridge+washing_machine+washer_dryer"
8023,"+fridge+tumble_dryer+washer_dryer"
8024,"+fridge+washing_machine+washer_dryer"
8025,"+fridge+washing_machine+washer_dryer"
8026,"+fridge"
8027,"+fridge"
8028,"+fridge+tumble_dryer+washer_dryer"
8029,"+fridge"
8030,"+fridge+washing_machine+washer_dryer"
8031,"+fridge+tumble_dryer+washer_dryer"
8032,"+fridge+tumble_dryer+washer_dryer"
8033,"+fridge+washing_machine+washer_dryer+microwave"
8034,"+fridge+washing_machine+washer_dryer"
8035,"+fridge+washing_machine+washer_dryer"
8036,"+fridge+tumble_dryer+washer_dryer"
8037,"+fridge+washing_machine+washer_dryer"
8038,"+fridge+washer_dryer"
8039,"+fridge+washing_machine+washer_dryer"
8040,"+fridge+washing_machine+washer_dryer+microwave"
8041,"+fridge+washer_dryer"
8042,"+fridge+microwave"
8043,"+fridge+washing_machine+washer_dryer"
8044,"+fridge+washing_machine+washer_dryer"
8045,"+fridge"
8046,"+fridge+washing_machine+washer_dryer"
8047,"+fridge"
8048,"+fridge+tumble_dryer+washer_dryer"
8049,"+fridge"
8050,"+fridge"
8051,"+fridge"
8052,"+fridge+tumble_dryer+washer_dryer"
8053,"+fridge+washing_machine+washer_dryer"
8054,"+fridge+tumble_dryer+washer_dryer"
8055,"+fridge+washer_dryer"
8056,"+fridge"
8057,"+fridge+washing_machine+washer_dryer"
8058,"+fridge"
8059,"+fridge"
8060,"+fridge+tumble_dryer+washer_dryer"
8061,"+fridge"
8062,"+fridge+tumble_dryer+washer_dryer"
8063,"+fridge+tumble_dryer+washer_dryer"
8064,"+fridge"
8065,"+fridge"
8066,"+fridge+washing_machine+washer_dryer"
8067,"+fridge+tumble_dryer+washer_dryer"
8068,"+fridge+tumble_dryer+washer_dryer"
8069,"+fridge+washing_machine+washer_dryer+microwave"
8070,"+fridge"
8071,"+fridge+washer_dryer"
8072,"+fridge"
8073,"+fridge"
8074,"+fridge+washing_machine+washer_dryer"
8075,"+fridge+microwave"
8076,"+fridge+tumble_dryer+washer_dryer"
8077,"+fridge+tumble_dryer+washer_dryer"
8078,"+fridge+washing_machine+washer_dryer"
8079,"+fridge+washing_machine+washer_dryer+microwave"
8080,"+fridge+tumble_dryer+washer_dryer"
8081,"+fridge"
8082,"+fridge+tumble_dryer+washer_dryer"
8083,"+fridge+washer_dryer"
8084,"+fridge+washing_machine+washer_dryer"
8085,"+fridge+washing_machine+washer_dryer"
8086,"+fridge+washing_machine+washer_dryer+microwave"
8087,"+fridge"
8088,"+fridge+tumble_dryer+washer_dryer"
8089,"+fridge"
8090,"+fridge+tumble_dryer+washer_dryer"
8091,"+fridge+tumble_dryer+washer_dryer"
8092,"+fridge+tumble_dryer+washer_dryer"
8093,"+fridge"
8094,"+fridge+microwave"
8095,"+fridge+tumble_dryer+washer_dryer"
8096,"+fridge+washer_dryer"
8097,"+fridge"
8098,"+fridge+washing_machine+washer_dryer"
8099,"+fridge+washing_machine+washer_dryer"
8100,"+fridge"
8101,"+fridge+tumble_dryer+washer_dryer"
8102,"+fridge"
8103,"+fridge+washing_machine+washer_dryer"
8104,"+fridge"
8105,"+fridge+washing_machine+washer_dryer"
8106,"+fridge+washing_machine+washer_dryer"
8107,"+fridge+tumble_dryer+washer_dryer"
8108,"+fridge+tumble_dryer+washer_dryer"
8109,"+fridge"
8110,"+fridge"
8111,"+fridge"
8112,"+fridge+washing_machine+washer_dryer"
8113,"+fridge+washer_dryer"
8114,"+fridge"
8115,"+fridge+washing_machine+washer_dryer"
8116,"+fridge+tumble_dryer+washer_dryer"
8117,"+fridge+tumble_dryer+washer_dryer"
8118,"+fridge"
8119,"+fridge+washing_machine+washer_dryer"
8120,"+fridge+tumble_dryer+washer_dryer"
8121,"+fridge+tumble_dryer+washer_dryer"
8122,"+fridge+washing_machine+washer_dryer"
8123,"+fridge+tumble_dryer+washer_dryer"
8124,"+fridge+washing_machine+washer_dryer"
8125,"+fridge"
8126,"+fridge+microwave"
8127,"+fridge+tumble_dryer+washer_dryer"
8128,"+fridge"
8129,"+fridge+tumble_dryer+washer_dryer"
8130,"+fridge+washer_dryer"
8131,"+fridge+washing_machine+washer_dryer"
8132,"+fridge"
8133,"+fridge"
8134,"+fridge+tumble_dryer+washer_dryer"
8135,"+fridge+washing_machine+washer_dryer"
8136,"+fridge+washing_machine+washer_dryer"
8137,"+fridge"
8138,"+fridge"
8139,"+fridge+washing_machine+washer_dryer"
8140,"+fridge+washing_machine+washer_dryer"
8141,"+fridge"
8142,"+fridge+tumble_dryer+washer_dryer"
8143,"+fridge+washer_dryer"
8144,"+fridge"
8145,"+fridge+tumble_dryer+washer_dryer"
8146,"+fridge+washing_machine+washer_dryer"
8147,"+fridge"
8148,"+fridge+tumble_dryer+washer_dryer"
8149,"+fridge+washer_dryer"
8150,"+fridge+tumble_dryer+washer_dryer"
8151,"+fridge"
8152,"+fridge+tumble_dryer+washer_dryer"
8153,"+fridge+tumble_dryer+washer_dryer"
8154,"+fridge+washer_dryer"
8155,"+fridge+washing_machine+washer_dryer+microwave"
8156,"+fridge+washing_machine+washer_dryer"
8157,"+fridge+tumble_dryer+washer_dryer"
8158,"+fridge+tumble_dryer+washer_dryer"
8159,"+fridge"
8160,"+fridge+tumble_dryer+washer_dryer"
8161,"+fridge"
8162,"+fridge+washing_machine+washer_dryer"
8163,"+fridge+washing_machine+washer_dryer"
8164,"+fridge"
8165,"+fridge+shower"
8166,"+fridge+washer_dryer"
8167,"+fridge+washing_machine+washer_dryer+microwave"
8168,"+fridge+washing_machine+washer_dryer"
8169,"+fridge+washing_machine+washer_dryer"
8170,"+fridge"
8171,"+fridge+tumble_dryer+washer_dryer"
8172,"+fridge"
8173,"+fridge"
8174,"+fridge+washer_dryer"
8175,"+fridge"
8176,"+fridge"
8177,"+fridge"
8178,"+fridge+washing_machine+washer_dryer"
8179,"+fridge+washing_machine+washer_dryer"
8180,"+fridge"
8181,"+fridge"
8182,"+fridge+washer_dryer"
8183,"+fridge"
8184,"+fridge"
8185,"+fridge+tumble_dryer+washer_dryer"
8186,"+fridge+washing_machine+washer_dryer"
8187,"+fridge+washing_machine+washer_dryer"
8188,"+fridge+washing_machine+washer_dryer+microwave"
8189,"+fridge"
8190,"+fridge"
8191,"+fridge+washing_machine+washer_dryer"
8192,"+fridge+washing_machine+washer_dryer"
8193,"+fridge"
8194,"+fridge+washing_machine+washer_dryer"
8195,"+fridge"
8196,"+fridge+washing_machine+washer_dryer"
8197,"+fridge"
8198,"+fridge+washing_machine+washer_dryer"
8199,"+fridge"
8200,"+fridge"
8201,"+fridge+tumble_dryer+washer_dryer"
8202,"+fridge+washer_dryer"
8203,"+fridge+washer_dryer"
8204,"+fridge+tumble_dryer+washer_dryer"
8205,"+fridge+washing_machine+washer_dryer"
8206,"+fridge"
8207,"+fridge+tumble_dryer+washer_dryer"
8208,"+fridge"
8209,"+fridge"
8210,"+fridge"
8211,"+fridge"
8212,"+fridge"
8213,"+fridge+tumble_dryer+washer_dryer"
8214,"+fridge+shower"
8215,"+fridge+washing_machine+washer_dryer"
8216,"+fridge"
8217,"+fridge+washing_machine+washer_dryer"
8218,"+fridge+tumble_dryer+washer_dryer"
8219,"+fridge"
8220,"+fridge+tumble_dryer+washer_dryer"
8221,"+fridge"
8222,"+fridge+washing_machine+washer_dryer"
8223,"+fridge"
8224,"+fridge"
8225,"+fridge+washing_machine+washer_dryer"
8226,"+fridge+washing_machine+washer_dryer"
8227,"+fridge+tumble_dryer+washer_dryer"
8228,"+fridge+washing_machine+washer_dryer"
8229,"+fridge"
8230,"+fridge"
8231,"+fridge+tumble_dryer+washer_dryer"
8232,"+fridge+washer_dryer"
8233,"+fridge+washing_machine+washer_dryer"
8234,"+fridge+washing_machine+washer_dryer"
8235,"+fridge"
8236,"+fridge+tumble_dryer+washer_dryer"
8237,"+fridge"
8238,"+fridge"
8239,"+fridge"
8240,"+fridge+washing_machine+washer_dryer"
8241,"+fridge+washing_machine+washer_dryer"
8242,"+fridge"
8243,"+fridge+washing_machine+washer_dryer"
8244,"+fridge+tumble_dryer+washer_dryer"
8245,"+fridge+tumble_dryer+washer_dryer"
8246,"+fridge"
8247,"+fridge+tumble_dryer+washer_dryer"
8248,"+fridge+tumble_dryer+washer_dryer"
8249,"+fridge"
8250,"+fridge+tumble_dryer+washer_dryer"
8251,"+fridge"
8252,"+fridge+washing_machine+washer_dryer"
8253,"+fridge"
8254,"+fridge"
8255,"+fridge"
8256,"+fridge+washing_machine+washer_dryer"
8257,"+fridge"
8258,"+fridge"
8259,"+fridge+shower+washing_machine+washer_dryer"
8260,"+fridge+washing_machine+washer_dryer"
8261,"+fridge+washing_machine+washer_dryer"
8262,"+fridge"
8263,"+fridge+washing_machine+washer_dryer"
8264,"+fridge"
8265,"+fridge+washer_dryer"
8266,"+fridge+microwave"
8267,"+fridge+tumble_dryer+washer_dryer"
8268,"+fridge+washing_machine+washer_dryer"
8269,"+fridge"
8270,"+fridge+tumble_dryer+washer_dryer"
8271,"+fridge+tumble_dryer+washer_dryer"
8272,"+fridge"
8273,"+fridge+microwave"
8274,"+fridge"
8275,"+fridge"
8276,"+fridge+washing_machine+washer_dryer"
8277,"+fridge"
8278,"+fridge+washing_machine+washer_dryer"
8279,"+fridge"
8280,"+fridge"
8281,"+fridge+washing_machine+washer_dryer"
8282,"+fridge+washer_dryer"
8283,"+fridge"
8284,"+fridge"
8285,"+fridge+tumble_dryer+washer_dryer"
8286,"+fridge+washer_dryer"
8287,"+fridge+tumble_dryer+washer_dryer"
8288,"+fridge"
8289,"+fridge+washing_machine+washer_dryer"
8290,"+fridge"
8291,"+fridge+washing_machine+washer_dryer"
8292,"+fridge+washing_machine+washer_dryer"
8293,"+fridge+tumble_dryer+washer_dryer"
8294,"+fridge+washer_dryer"
8295,"+fridge"
8296,"+fridge+washing_machine+washer_dryer"
8297,"+fridge"
8298,"+fridge"
8299,"+fridge+tumble_dryer+washer_dryer"
8300,"+fridge+washing_machine+washer_dryer"
8301,"+fridge+washer_dryer"
8302,"+fridge+microwave"
8303,"+fridge"
8304,"+fridge"
8305,"+fridge"
8306,"+fridge+tumble_dryer+washer_dryer"
8307,"+fridge+tumble_dryer+washer_dryer"
8308,"+fridge+tumble_dryer+washer_dryer"
8309,"+fridge+tumble_dryer+washer_dryer"
8310,"+fridge+tumble_dryer+washer_dryer"
8311,"+fridge+washing_machine+washer_dryer"
8312,"+fridge+microwave"
8313,"+fridge+tumble_dryer+washer_dryer"
8314,"+fridge+washing_machine+washer_dryer"
8315,"+fridge+washer_dryer"
8316,"+fridge+washing_machine+washer_dryer"
8317,"+fridge+washing_machine+washer_dryer"
8318,"+fridge+tumble_dryer+washer_dryer"
8319,"+fridge+tumble_dryer+washer_dryer"
8320,"+fridge+washer_dryer"
8321,"+fridge+tumble_dryer+washer_dryer"
8322,"+fridge+washer_dryer"
8323,"+fridge"
8324,"+fridge"
8325,"+fridge"
8326,"+fridge+washing_machine+washer_dryer"
8327,"+fridge+washer_dryer"
8328,"+fridge"
8329,"+fridge+microwave"
8330,"+fridge"
8331,"+fridge+washing_machine+washer_dryer"
8332,"+fridge"
8333,"+fridge"
8334,"+fridge+tumble_dryer+washer_dryer"
8335,"+fridge+washing_machine+washer_dryer"
8336,"+fridge"
8337,"+fridge+tumble_dryer+washer_dryer"
8338,"+fridge+tumble_dryer+washer_dryer"
8339,"+fridge+washing_machine+washer_dryer"
8340,"+fridge"
8341,"+fridge+washing_machine+washer_dryer"
8342,"+fridge+washing_machine+washer_dryer"
8343,"+fridge+washing_machine+washer_dryer+microwave"
8344,"+fridge+shower"
8345,"+fridge+washing_machine+washer_dryer"
8346,"+fridge"
8347,"+fridge+washer_dryer"
8348,"+fridge+tumble_dryer+washer_dryer"
8349,"+fridge"
8350,"+fridge"
8351,"+fridge+tumble_dryer+washer_dryer"
8352,"+fridge"
8353,"+fridge+tumble_dryer+washer_dryer"
8354,"+fridge+tumble_dryer+washer_dryer"
8355,"+fridge+washer_dryer"
8356,"+fridge+washing_machine+washer_dryer"
8357,"+fridge"
8358,"+fridge"
8359,"+fridge"
8360,"+fridge+washing_machine+washer_dryer"
8361,"+fridge"
8362,"+fridge"
8363,"+fridge"
8364,"+fridge"
8365,"+fridge+washing_machine+washer_dryer"
8366,"+fridge+washing_machine+washer_dryer"
8367,"+fridge+washing_machine+washer_dryer"
8368,"+fridge+tumble_dryer+washer_dryer"
8369,"+fridge+washing_machine+washer_dryer"
8370,"+fridge"
8371,"+fridge"
8372,"+fridge"
8373,"+fridge"
8374,"+fridge+tumble_dryer+washer_dryer"
8375,"+fridge"
8376,"+fridge+tumble_dryer+washer_dryer"
8377,"+fridge"
8378,"+fridge"
8379,"+fridge+tumble_dryer+washer_dryer"
8380,"+fridge"
8381,"+fridge+washing_machine+washer_dryer"
8382,"+fridge+microwave"
8383,"+fridge"
8384,"+fridge+washing_machine+washer_dryer"
8385,"+fridge"
8386,"+fridge"
8387,"+fridge+tumble_dryer+washer_dryer"
8388,"+fridge+tumble_dryer+washer_dryer"
8389,"+fridge"
8390,"+fridge+microwave"
8391,"+fridge+tumble_dryer+washer_dryer"
8392,"+fridge"
8393,"+fridge+tumble_dryer+washer_dryer"
8394,"+fridge+tumble_dryer+washer_dryer"
8395,"+fridge+tumble_dryer+washer_dryer"
8396,"+fridge"
8397,"+fridge+tumble_dryer+washer_dryer"
8398,"+fridge+tumble_dryer+washer_dryer"
8399,"+fridge+washing_machine+washer_dryer+microwave"
8400,"+fridge+washing_machine+washer_dryer"
8401,"+fridge"
8402,"+fridge"
8403,"+fridge+washing_machine+washer_dryer"
8404,"+fridge"
8405,"+fridge"
8406,"+fridge+tumble_dryer+washer_dryer"
8407,"+fridge+washing_machine+washer_dryer"
8408,"+fridge+tumble_dryer+washer_dryer"
8409,"+fridge"
8410,"+fridge+tumble_dryer+washer_dryer"
8411,"+fridge+washing_machine+washer_dryer"
8412,"+fridge"
8413,"+fridge+tumble_dryer+washer_dryer"
8414,"+fridge+washing_machine+washer_dryer"
8415,"+fridge+washing_machine+washer_dryer"
8416,"+fridge+tumble_dryer+washer_dryer"
8417,"+fridge"
8418,"+fridge"
8419,"+fridge"
8420,"+fridge"
8421,"+fridge+washing_machine+washer_dryer"
8422,"+fridge"
8423,"+fridge+washing_machine+washer_dryer"
8424,"+fridge"
8425,"+fridge"
8426,"+fridge"
8427,"+fridge"
8428,"+fridge+washer_dryer"
8429,"+fridge"
8430,"+fridge"
8431,"+fridge+washing_machine+washer_dryer"
8432,"+fridge+washer_dryer"
8433,"+fridge+tumble_dryer+washer_dryer+microwave"
8434,"+fridge+washing_machine+washer_dryer"
8435,"+fridge+tumble_dryer+washer_dryer"
8436,"+fridge+washing_machine+washer_dryer"
8437,"+fridge+washing_machine+washer_dryer"
8438,"+fridge+tumble_dryer+washer_dryer"
8439,"+fridge"
8440,"+fridge+tumble_dryer+washer_dryer"
8441,"+fridge+washer_dryer"
8442,"+fridge"
8443,"+fridge"
8444,"+fridge"
8445,"+fridge"
8446,"+fridge"
8447,"+fridge"
8448,"+fridge+tumble_dryer+washer_dryer"
8449,"+fridge"
8450,"+fridge+washing_machine+washer_dryer"
8451,"+fridge"
8452,"+fridge+tumble_dryer+washer_dryer"
8453,"+fridge+washing_machine+washer_dryer"
8454,"+fridge+tumble_dryer+washer_dryer"
8455,"+fridge"
8456,"+fridge+washing_machine+washer_dryer+microwave"
8457,"+fridge+tumble_dryer+washer_dryer"
8458,"+fridge+washing_machine+washer_dryer"
8459,"+fridge+washing_machine+washer_dryer"
8460,"+fridge"
8461,"+fridge+tumble_dryer+washer_dryer"
8462,"+fridge+washing_machine+washer_dryer+microwave"
8463,"+fridge+washing_machine+washer_dryer"
8464,"+fridge+washing_machine+washer_dryer"
8465,"+fridge+tumble_dryer+washer_dryer"
8466,"+fridge+washing_machine+washer_dryer"
8467,"+fridge+washing_machine+washer_dryer"
8468,"+fridge"
8469,"+fridge+tumble_dryer+washer_dryer"
8470,"+fridge+tumble_dryer+washer_dryer"
8471,"+fridge"
8472,"+fridge+tumble_dryer+washer_dryer"
8473,"+fridge"
8474,"+fridge+washing_machine+washer_dryer"
8475,"+fridge+tumble_dryer+washer_dryer"
8476,"+fridge+tumble_dryer+washer_dryer"
8477,"+fridge"
8478,"+fridge+tumble_dryer+washer_dryer"
8479,"+fridge+washing_machine+washer_dryer"
8480,"+fridge+washer_dryer"
8481,"+fridge+washing_machine+washer_dryer+microwave"
8482,"+fridge+washing_machine+washer_dryer"
8483,"+fridge+washing_machine+washer_dryer"
8484,"+fridge"
8485,"+fridge"
8486,"+fridge+washing_machine+washer_dryer"
8487,"+fridge"
8488,"+fridge+washing_machine+washer_dryer"
8489,"+fridge"
8490,"+fridge+washing_machine+washer_dryer"
8491,"+fridge+washing_machine+washer_dryer"
8492,"+fridge"
8493,"+fridge+washing_machine+washer_dryer"
8494,"+fridge+washing_machine+washer_dryer"
8495,"+fridge+washing_machine+washer_dryer"
8496,"+fridge"
8497,"+fridge+washing_machine+washer_dryer+microwave"
8498,"+fridge+kettle"
8499,"+fridge"
8500,"+fridge"
8501,"+fridge+tumble_dryer+washer_dryer"
8502,"+fridge"
8503,"+fridge+washing_machine+washer_dryer"
8504,"+fridge+tumble_dryer+washer_dryer"
8505,"+fridge"
8506,"+fridge+washing_machine+washer_dryer"
8507,"+fridge+tumble_dryer+washer_dryer"
8508,"+fridge+washing_machine+washer_dryer"
8509,"+fridge"
8510,"+fridge+washing_machine+washer_dryer"
8511,"+fridge+washing_machine+washer_dryer"
8512,"+fridge+tumble_dryer+washer_dryer"
8513,"+fridge+shower+washing_machine+washer_dryer"
8514,"+fridge+tumble_dryer+washer_dryer"
8515,"+fridge+washer_dryer"
8516,"+fridge+washing_machine+washer_dryer"
8517,"+fridge"
8518,"+fridge"
8519,"+fridge+tumble_dryer+washer_dryer"
8520,"+fridge+washing_machine+washer_dryer"
8521,"+fridge"
8522,"+fridge+washing_machine+washer_dryer"
8523,"+fridge"
8524,"+fridge+washing_machine+washer_dryer"
8525,"+fridge"
8526,"+fridge"
8527,"+fridge"
8528,"+fridge+tumble_dryer+washer_dryer"
8529,"+fridge+washing_machine+washer_dryer"
8530,"+fridge+tumble_dryer+washer_dryer"
8531,"+fridge"
8532,"+fridge"
8533,"+fridge"
8534,"+fridge+washer_dryer"
8535,"+fridge+washer_dryer"
8536,"+fridge+washing_machine+washer_dryer"
8537,"+fridge"
8538,"+fridge+washing_machine+washer_dryer"
8539,"+fridge"
8540,"+fridge+shower"
8541,"+fridge"
8542,"+fridge"
8543,"+fridge"
8544,"+fridge"
8545,"+fridge+washing_machine+washer_dryer"
8546,"+fridge"
8547,"+fridge+washing_machine+washer_dryer"
8548,"+fridge+washing_machine+washer_dryer+microwave"
8549,"+fridge"
8550,"+fridge+tumble_dryer+washer_dryer"
8551,"+fridge"
8552,"+fridge+tumble_dryer+washer_dryer"
8553,"+fridge+washing_machine+washer_dryer"
8554,"+fridge+washing_machine+washer_dryer"
8555,"+fridge+washing_machine+washer_dryer"
8556,"+fridge+tumble_dryer+washer_dryer"
8557,"+fridge+tumble_dryer+washer_dryer"
8558,"+fridge+washing_machine+washer_dryer"
8559,"+fridge"
8560,"+fridge+microwave"
8561,"+fridge+washing_machine+washer_dryer"
8562,"+fridge+tumble_dryer+washer_dryer"
8563,"+fridge"
8564,"+fridge+washing_machine+washer_dryer"
8565,"+fridge"
8566,"+fridge"
8567,"+fridge+tumble_dryer+washer_dryer"
8568,"+fridge+tumble_dryer+washer_dryer"
8569,"+fridge+tumble_dryer+washer_dryer"
8570,"+fridge"
8571,"+fridge+washing_machine+washer_dryer"
8572,"+fridge+washing_machine+washer_dryer"
8573,"+fridge"
8574,"+fridge+tumble_dryer+washer_dryer"
8575,"+fridge+tumble_dryer+washer_dryer"
8576,"+fridge"
8577,"+fridge"
8578,"+fridge"
8579,"+fridge+tumble_dryer+washer_dryer"
8580,"+fridge+washing_machine+washer_dryer"
8581,"+fridge"
8582,"+fridge+tumble_dryer+washer_dryer"
8583,"+fridge+washing_machine+washer_dryer"
8584,"+fridge+tumble_dryer+washer_dryer"
8585,"+fridge+tumble_dryer+washer_dryer"
8586,"+fridge+washing_machine+washer_dryer"
8587,"+fridge+washing_machine+washer_dryer+microwave"
8588,"+fridge+washing_machine+washer_dryer+microwave"
8589,"+fridge+shower"
8590,"+fridge"
8591,"+fridge+tumble_dryer+washer_dryer"
